index,knowledge_point_id,module_id,phase_id,sort_order,objective_code,name_en,name_zh,name_es,objective_en,objective_zh,objective_es,difficulty_level,chinese_l1_risk,spanish_l1_risk,misconception_codes,review_status,review_notes
49,prep_move_meaning,prepositions,prep_move,2,PREP-05-02,Movement & Direction: Meaning and use,移动与方向：意义与用法,Movimiento y dirección: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_MEANING_01|PREP_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
50,prep_move_contrast,prepositions,prep_move,3,PREP-05-03,Movement & Direction: Contrast and misconception,移动与方向：对比与易错点,Movimiento y dirección: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_CONTRAST_01|PREP_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
51,prep_move_production,prepositions,prep_move,4,PREP-05-04,Movement & Direction: Editing and production,移动与方向：改错与产出,Movimiento y dirección: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_PRODUCTION_01|PREP_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
52,prep_patterns_form,prepositions,prep_patterns,1,PREP-06-01,Verb + Preposition: Core form,动词与介词搭配：核心形式,Verbo + preposición: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_FORM_01|PREP_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
53,prep_patterns_meaning,prepositions,prep_patterns,2,PREP-06-02,Verb + Preposition: Meaning and use,动词与介词搭配：意义与用法,Verbo + preposición: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_MEANING_01|PREP_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
54,prep_patterns_contrast,prepositions,prep_patterns,3,PREP-06-03,Verb + Preposition: Contrast and misconception,动词与介词搭配：对比与易错点,Verbo + preposición: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_CONTRAST_01|PREP_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
55,prep_patterns_production,prepositions,prep_patterns,4,PREP-06-04,Verb + Preposition: Editing and production,动词与介词搭配：改错与产出,Verbo + preposición: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_PRODUCTION_01|PREP_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
56,prep_adj_form,prepositions,prep_adj,1,PREP-07-01,Adjective + Preposition: Core form,形容词与介词搭配：核心形式,Adjetivo + preposición: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_FORM_01|PREP_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
57,prep_adj_meaning,prepositions,prep_adj,2,PREP-07-02,Adjective + Preposition: Meaning and use,形容词与介词搭配：意义与用法,Adjetivo + preposición: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_MEANING_01|PREP_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
58,prep_adj_contrast,prepositions,prep_adj,3,PREP-07-03,Adjective + Preposition: Contrast and misconception,形容词与介词搭配：对比与易错点,Adjetivo + preposición: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_CONTRAST_01|PREP_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
59,prep_adj_production,prepositions,prep_adj,4,PREP-07-04,Adjective + Preposition: Editing and production,形容词与介词搭配：改错与产出,Adjetivo + preposición: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_PRODUCTION_01|PREP_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
60,prep_mastery_form,prepositions,prep_mastery,1,PREP-08-01,Preposition Mastery: Core form,介词综合运用：核心形式,Dominio de las preposiciones: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_FORM_01|PREP_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
61,prep_mastery_meaning,prepositions,prep_mastery,2,PREP-08-02,Preposition Mastery: Meaning and use,介词综合运用：意义与用法,Dominio de las preposiciones: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文介词系统与英语不一一对应，学习者容易依赖直译并混淆地点、时间和搭配。,Las equivalencias con a/en/de/por no son directas; puede haber transferencia literal y confusión de colocaciones.,PREP_MEANING_01|PREP_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
